ticket_id,request_id,requestor_seniority,filed_against,ticket_type,severity,priority,max_days
30817,1769,2 - Regular,Hardware,Request,2 - Normal,1 - Low,42
30818,1970,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,18
30819,1034,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1
30820,1522,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
30821,583,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,0
30822,1148,2 - Regular,Systems,Request,2 - Normal,3 - High,6
30823,490,2 - Regular,Systems,Request,2 - Normal,3 - High,6
30824,796,1 - Junior,Software,Request,2 - Normal,2 - Medium,7
30825,1429,4 - Management,Access/Login,Request,3 - Major,3 - High,1
30826,1241,2 - Regular,Systems,Request,2 - Normal,1 - Low,9
30827,292,1 - Junior,Systems,Request,2 - Normal,1 - Low,6
30828,992,1 - Junior,Hardware,Request,2 - Normal,3 - High,10
30829,1842,2 - Regular,Software,Request,2 - Normal,3 - High,5
30830,446,1 - Junior,Systems,Request,2 - Normal,2 - Medium,16
30831,925,2 - Regular,Hardware,Request,2 - Normal,3 - High,12
30832,742,2 - Regular,Hardware,Request,2 - Normal,1 - Low,18
30833,1552,1 - Junior,Software,Issue,2 - Normal,2 - Medium,4
30834,829,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,17
30835,1993,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,5
30836,1438,2 - Regular,Systems,Request,2 - Normal,1 - Low,16
30837,138,4 - Management,Hardware,Request,2 - Normal,3 - High,27
30838,1277,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
30839,977,2 - Regular,Systems,Issue,2 - Normal,1 - Low,16
30840,972,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,17
30841,79,1 - Junior,Software,Request,2 - Normal,1 - Low,9
30842,279,2 - Regular,Systems,Request,2 - Normal,1 - Low,6
30843,776,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
30844,1279,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0
30845,472,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,10
30846,358,2 - Regular,Hardware,Request,2 - Normal,1 - Low,10
30847,842,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,11
30848,1810,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
30849,1643,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,5
30850,1121,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,21
30851,1786,1 - Junior,Systems,Request,2 - Normal,2 - Medium,9
30852,768,2 - Regular,Software,Request,2 - Normal,3 - High,2
30853,1529,4 - Management,Systems,Request,2 - Normal,3 - High,6
30854,1917,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
30855,1533,2 - Regular,Software,Issue,2 - Normal,3 - High,3
30856,1591,3 - Senior,Systems,Request,2 - Normal,3 - High,13
30857,1082,4 - Management,Software,Request,2 - Normal,3 - High,10
30858,573,2 - Regular,Software,Request,2 - Normal,3 - High,12
30859,109,4 - Management,Access/Login,Request,3 - Major,0 - Unassigned,0
30860,1678,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0
30861,1233,4 - Management,Systems,Request,2 - Normal,3 - High,16
30862,748,3 - Senior,Software,Request,2 - Normal,3 - High,9
30863,959,1 - Junior,Systems,Issue,3 - Major,2 - Medium,1
30864,381,3 - Senior,Systems,Request,2 - Normal,2 - Medium,14
30865,1751,3 - Senior,Software,Request,2 - Normal,3 - High,8
30866,1273,2 - Regular,Systems,Request,2 - Normal,1 - Low,13
30867,1894,1 - Junior,Software,Issue,2 - Normal,2 - Medium,5
30868,1733,3 - Senior,Systems,Issue,2 - Normal,0 - Unassigned,2
30869,1898,2 - Regular,Software,Issue,2 - Normal,3 - High,1
30870,172,2 - Regular,Software,Request,2 - Normal,1 - Low,8
30871,890,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,5
30872,1349,3 - Senior,Systems,Request,2 - Normal,3 - High,13
30873,41,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,14
30874,540,2 - Regular,Systems,Request,2 - Normal,3 - High,5
30875,1930,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,5
30876,1442,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,9
30877,11,2 - Regular,Software,Request,2 - Normal,3 - High,7
30878,695,3 - Senior,Systems,Request,2 - Normal,3 - High,5
30879,829,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0
30880,1862,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,4
30881,1795,1 - Junior,Access/Login,Request,3 - Major,1 - Low,0
30882,461,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,7
30883,707,2 - Regular,Systems,Request,2 - Normal,3 - High,6
30884,1749,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
30885,338,1 - Junior,Systems,Request,2 - Normal,1 - Low,7
30886,1760,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
30887,1011,2 - Regular,Systems,Request,2 - Normal,1 - Low,17
30888,236,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
30889,1298,2 - Regular,Systems,Request,2 - Normal,1 - Low,5
30890,356,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1
30891,1832,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,5
30892,890,2 - Regular,Hardware,Issue,2 - Normal,0 - Unassigned,5
30893,1512,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,5
30894,1101,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
30895,1348,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,5
30896,16,4 - Management,Systems,Request,2 - Normal,3 - High,24
30897,1083,1 - Junior,Systems,Issue,2 - Normal,1 - Low,1
30898,1321,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,30
30899,1332,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,6
30900,1501,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,11
30901,354,2 - Regular,Software,Issue,1 - Minor,2 - Medium,2
30902,179,2 - Regular,Systems,Request,2 - Normal,2 - Medium,14
30903,1498,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,8
30904,1352,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,5
30905,1666,1 - Junior,Software,Request,2 - Normal,1 - Low,7
30906,1920,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,0
30907,588,4 - Management,Systems,Request,2 - Normal,3 - High,6
30908,1702,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,6
30909,627,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0
30910,1241,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,12
30911,684,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0
30912,54,2 - Regular,Software,Request,2 - Normal,2 - Medium,4
30913,609,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0
30914,1932,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0
30915,645,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,2
30916,633,4 - Management,Access/Login,Issue,1 - Minor,3 - High,0
30917,780,3 - Senior,Systems,Request,2 - Normal,3 - High,13
30918,360,1 - Junior,Access/Login,Issue,2 - Normal,1 - Low,2
30919,636,3 - Senior,Systems,Issue,2 - Normal,3 - High,7
30920,1645,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,8
30921,277,2 - Regular,Software,Request,2 - Normal,1 - Low,7
30922,251,4 - Management,Systems,Request,3 - Major,3 - High,17
30923,34,3 - Senior,Software,Issue,2 - Normal,0 - Unassigned,0
30924,571,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,26
30925,1824,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0
30926,1997,2 - Regular,Software,Request,2 - Normal,3 - High,4
30927,1263,3 - Senior,Software,Issue,2 - Normal,3 - High,4
30928,1150,2 - Regular,Software,Issue,2 - Normal,1 - Low,8
30929,515,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0
30930,282,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
30931,120,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,8
30932,891,1 - Junior,Hardware,Issue,2 - Normal,1 - Low,19
30933,701,1 - Junior,Access/Login,Request,2 - Normal,3 - High,0
30934,94,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,1
30935,1712,2 - Regular,Access/Login,Issue,3 - Major,1 - Low,0
30936,1311,2 - Regular,Access/Login,Request,3 - Major,3 - High,1
30937,472,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
30938,357,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,1
30939,1296,3 - Senior,Software,Request,2 - Normal,3 - High,12
30940,742,2 - Regular,Software,Request,2 - Normal,2 - Medium,2
30941,1612,2 - Regular,Access/Login,Request,2 - Normal,3 - High,1
30942,842,2 - Regular,Systems,Issue,2 - Normal,3 - High,4
30943,946,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
30944,489,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
30945,1972,2 - Regular,Systems,Request,2 - Normal,3 - High,8
30946,734,1 - Junior,Systems,Issue,2 - Normal,2 - Medium,1
30947,38,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,5
30948,1875,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
30949,871,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
30950,1433,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,2
30951,321,1 - Junior,Access/Login,Issue,2 - Normal,2 - Medium,1
30952,554,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,1
30953,40,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
30954,1926,2 - Regular,Software,Request,2 - Normal,1 - Low,7
30955,297,1 - Junior,Access/Login,Issue,2 - Normal,1 - Low,0
30956,908,1 - Junior,Access/Login,Request,2 - Normal,3 - High,0
30957,1780,3 - Senior,Hardware,Request,2 - Normal,2 - Medium,11
30958,937,3 - Senior,Systems,Request,2 - Normal,1 - Low,8
30959,290,2 - Regular,Software,Issue,2 - Normal,2 - Medium,3
30960,1387,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0
30961,829,1 - Junior,Systems,Request,2 - Normal,1 - Low,9
30962,1134,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
30963,126,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,27
30964,1632,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,3
30965,395,4 - Management,Hardware,Request,2 - Normal,3 - High,13
30966,1621,3 - Senior,Software,Request,2 - Normal,3 - High,4
30967,1933,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,17
30968,36,4 - Management,Hardware,Request,2 - Normal,3 - High,11
30969,1733,3 - Senior,Access/Login,Issue,2 - Normal,0 - Unassigned,0
30970,395,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
30971,1101,4 - Management,Software,Request,2 - Normal,3 - High,4
30972,1394,2 - Regular,Software,Request,2 - Normal,1 - Low,5
30973,1746,3 - Senior,Access/Login,Request,2 - Normal,3 - High,1
30974,589,2 - Regular,Hardware,Issue,2 - Normal,2 - Medium,5
30975,1930,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,7
30976,1117,2 - Regular,Software,Request,2 - Normal,1 - Low,10
30977,948,1 - Junior,Software,Request,2 - Normal,1 - Low,2
30978,543,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,9
30979,1611,3 - Senior,Access/Login,Issue,3 - Major,0 - Unassigned,0
30980,1559,3 - Senior,Systems,Request,2 - Normal,3 - High,9
30981,660,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
30982,1606,4 - Management,Hardware,Request,2 - Normal,3 - High,10
30983,435,4 - Management,Software,Request,2 - Normal,3 - High,3
30984,44,3 - Senior,Hardware,Request,2 - Normal,0 - Unassigned,26
30985,1608,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
30986,641,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
30987,1000,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0
30988,321,1 - Junior,Systems,Request,2 - Normal,2 - Medium,5
30989,207,4 - Management,Hardware,Issue,2 - Normal,3 - High,7
30990,620,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
30991,601,2 - Regular,Systems,Request,2 - Normal,3 - High,8
30992,887,2 - Regular,Access/Login,Request,2 - Normal,3 - High,2
30993,428,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,7
30994,1202,3 - Senior,Hardware,Request,2 - Normal,1 - Low,11
30995,690,4 - Management,Software,Request,2 - Normal,3 - High,4
30996,1916,4 - Management,Systems,Request,2 - Normal,3 - High,5
30997,261,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
30998,1719,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,1
30999,1439,1 - Junior,Systems,Request,2 - Normal,2 - Medium,18
31000,1278,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0
31001,718,2 - Regular,Systems,Request,2 - Normal,2 - Medium,17
31002,189,2 - Regular,Systems,Request,2 - Normal,1 - Low,18
31003,486,4 - Management,Software,Request,2 - Normal,3 - High,2
31004,337,1 - Junior,Systems,Issue,2 - Normal,0 - Unassigned,6
31005,252,3 - Senior,Systems,Request,2 - Normal,3 - High,13
31006,1690,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
31007,662,2 - Regular,Systems,Request,2 - Normal,3 - High,6
31008,1683,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,11
31009,1508,2 - Regular,Systems,Issue,4 - Critical,1 - Low,4
31010,344,4 - Management,Hardware,Request,1 - Minor,3 - High,11
31011,767,2 - Regular,Software,Request,2 - Normal,3 - High,5
31012,692,2 - Regular,Software,Request,2 - Normal,3 - High,7
31013,844,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0
31014,151,4 - Management,Access/Login,Request,2 - Normal,1 - Low,0
31015,955,1 - Junior,Access/Login,Issue,3 - Major,2 - Medium,0
31016,1539,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,6
31017,1363,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,8
31018,1658,2 - Regular,Systems,Issue,3 - Major,0 - Unassigned,3
31019,380,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,0
31020,1236,1 - Junior,Systems,Request,2 - Normal,2 - Medium,16
31021,1298,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,1
31022,629,1 - Junior,Access/Login,Request,3 - Major,0 - Unassigned,0
31023,1831,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0
31024,264,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,5
31025,1632,3 - Senior,Systems,Issue,2 - Normal,3 - High,3
31026,1894,1 - Junior,Systems,Issue,3 - Major,3 - High,4
31027,1812,4 - Management,Systems,Request,2 - Normal,3 - High,7
31028,1611,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0
31029,1206,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
31030,613,1 - Junior,Software,Request,2 - Normal,2 - Medium,10
31031,918,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,7
31032,686,1 - Junior,Software,Request,2 - Normal,1 - Low,6
31033,314,3 - Senior,Access/Login,Issue,2 - Normal,0 - Unassigned,0
31034,1410,2 - Regular,Systems,Request,2 - Normal,3 - High,5
31035,199,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,29
31036,977,2 - Regular,Software,Issue,2 - Normal,2 - Medium,4
31037,1447,4 - Management,Systems,Issue,2 - Normal,3 - High,18
31038,1230,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
31039,1771,3 - Senior,Systems,Issue,2 - Normal,3 - High,1
31040,1824,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,0
31041,1675,4 - Management,Access/Login,Request,2 - Normal,3 - High,1
31042,51,3 - Senior,Hardware,Issue,2 - Normal,3 - High,24
31043,1837,2 - Regular,Systems,Request,2 - Normal,1 - Low,13
31044,166,2 - Regular,Systems,Request,2 - Normal,2 - Medium,13
31045,1858,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,6
31046,706,2 - Regular,Software,Request,2 - Normal,3 - High,4
31047,373,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
31048,938,3 - Senior,Systems,Request,2 - Normal,3 - High,6
31049,1512,3 - Senior,Systems,Issue,2 - Normal,3 - High,15
31050,1614,2 - Regular,Software,Issue,2 - Normal,3 - High,3
31051,1063,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,6
31052,688,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
31053,361,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,10
31054,1150,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1
31055,691,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,17
31056,1109,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,20
31057,747,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
31058,484,4 - Management,Systems,Request,2 - Normal,3 - High,16
31059,1908,2 - Regular,Systems,Issue,3 - Major,3 - High,1
31060,760,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,5
31061,1227,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
31062,1539,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,6
31063,713,4 - Management,Hardware,Request,2 - Normal,3 - High,26
31064,712,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0
31065,1147,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
31066,982,3 - Senior,Software,Request,2 - Normal,3 - High,8
31067,1044,2 - Regular,Software,Request,2 - Normal,1 - Low,16
31068,1674,2 - Regular,Software,Issue,2 - Normal,3 - High,5
31069,762,1 - Junior,Systems,Issue,2 - Normal,2 - Medium,9
31070,1392,1 - Junior,Software,Request,2 - Normal,1 - Low,2
31071,353,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,1
31072,1026,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0
31073,551,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0
31074,321,1 - Junior,Access/Login,Request,2 - Normal,3 - High,0
31075,1456,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,0
31076,96,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,9
31077,1100,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0
31078,1338,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,7
31079,125,3 - Senior,Systems,Request,2 - Normal,2 - Medium,6
31080,712,4 - Management,Software,Request,2 - Normal,0 - Unassigned,2
31081,206,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,13
31082,118,2 - Regular,Access/Login,Issue,2 - Normal,2 - Medium,0
31083,1046,2 - Regular,Systems,Request,2 - Normal,3 - High,5
31084,1002,4 - Management,Systems,Request,2 - Normal,3 - High,5
31085,357,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,8
31086,479,2 - Regular,Systems,Issue,2 - Normal,1 - Low,4
31087,1258,1 - Junior,Systems,Request,2 - Normal,3 - High,6
31088,1663,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0
31089,575,2 - Regular,Software,Request,2 - Normal,3 - High,6
31090,722,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
31091,1850,2 - Regular,Software,Issue,2 - Normal,2 - Medium,0
31092,157,3 - Senior,Systems,Issue,2 - Normal,3 - High,7
31093,1645,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,2
31094,1828,2 - Regular,Systems,Request,2 - Normal,2 - Medium,19
31095,824,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,8
31096,558,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,20
31097,527,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,7
31098,1784,4 - Management,Systems,Issue,2 - Normal,3 - High,3
31099,1228,4 - Management,Systems,Request,2 - Normal,3 - High,16
31100,1519,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,1
31101,1451,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0
31102,896,2 - Regular,Systems,Request,2 - Normal,3 - High,10
31103,1314,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1
31104,1444,4 - Management,Hardware,Request,2 - Normal,3 - High,15
31105,1238,1 - Junior,Systems,Request,2 - Normal,3 - High,7
31106,1446,2 - Regular,Access/Login,Request,2 - Normal,3 - High,1
31107,1050,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0
31108,800,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0
31109,1941,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,2
31110,1351,2 - Regular,Software,Request,2 - Normal,2 - Medium,6
31111,1510,3 - Senior,Hardware,Request,2 - Normal,2 - Medium,10
31112,1785,2 - Regular,Software,Request,2 - Normal,2 - Medium,6
31113,236,2 - Regular,Access/Login,Request,2 - Normal,3 - High,2
31114,995,4 - Management,Systems,Issue,2 - Normal,3 - High,3
31115,881,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,3
31116,932,4 - Management,Systems,Request,2 - Normal,3 - High,5
31117,1538,4 - Management,Hardware,Request,2 - Normal,3 - High,14
31118,239,2 - Regular,Software,Request,2 - Normal,3 - High,8
31119,558,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,11
31120,831,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
31121,854,4 - Management,Software,Issue,2 - Normal,0 - Unassigned,9
31122,691,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,20
31123,637,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,1
31124,1668,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,11
31125,1423,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,3
31126,1889,4 - Management,Systems,Issue,1 - Minor,0 - Unassigned,1
31127,1176,3 - Senior,Access/Login,Issue,2 - Normal,2 - Medium,0
31128,515,3 - Senior,Systems,Request,2 - Normal,2 - Medium,7
31129,1939,1 - Junior,Software,Request,2 - Normal,1 - Low,12
31130,1645,2 - Regular,Software,Request,2 - Normal,3 - High,3
31131,1392,1 - Junior,Systems,Request,2 - Normal,1 - Low,5
31132,1439,1 - Junior,Hardware,Request,2 - Normal,1 - Low,30
31133,645,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
31134,734,1 - Junior,Access/Login,Issue,2 - Normal,2 - Medium,1
31135,175,1 - Junior,Systems,Request,3 - Major,1 - Low,6
31136,1480,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
31137,410,2 - Regular,Systems,Issue,2 - Normal,3 - High,2
31138,233,2 - Regular,Access/Login,Request,2 - Normal,3 - High,1
31139,813,2 - Regular,Hardware,Request,2 - Normal,3 - High,32
31140,861,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,0
31141,313,4 - Management,Systems,Request,2 - Normal,2 - Medium,7
31142,24,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,5
31143,929,4 - Management,Access/Login,Request,2 - Normal,3 - High,1
31144,1950,4 - Management,Systems,Request,2 - Normal,3 - High,5
31145,833,3 - Senior,Systems,Request,2 - Normal,3 - High,5
31146,1664,2 - Regular,Systems,Request,2 - Normal,2 - Medium,15
31147,198,2 - Regular,Software,Request,2 - Normal,3 - High,3
31148,583,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,2
31149,1132,3 - Senior,Systems,Request,2 - Normal,2 - Medium,6
31150,1156,2 - Regular,Access/Login,Request,3 - Major,1 - Low,0
31151,1283,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,19
31152,1700,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
31153,1162,4 - Management,Software,Issue,2 - Normal,0 - Unassigned,2
31154,1212,4 - Management,Systems,Request,2 - Normal,3 - High,10
31155,745,4 - Management,Systems,Request,2 - Normal,3 - High,6
31156,170,3 - Senior,Hardware,Request,2 - Normal,3 - High,28
31157,1975,4 - Management,Software,Request,2 - Normal,2 - Medium,3
31158,356,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,3
31159,1942,2 - Regular,Systems,Request,2 - Normal,2 - Medium,13
31160,172,2 - Regular,Software,Request,2 - Normal,2 - Medium,14
31161,594,2 - Regular,Systems,Request,2 - Normal,1 - Low,19
31162,1754,1 - Junior,Software,Issue,2 - Normal,2 - Medium,4
31163,1489,3 - Senior,Software,Request,2 - Normal,2 - Medium,11
31164,776,3 - Senior,Hardware,Request,2 - Normal,2 - Medium,14
31165,835,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
31166,1953,2 - Regular,Systems,Request,2 - Normal,3 - High,19
31167,1935,2 - Regular,Software,Request,2 - Normal,3 - High,5
31168,1783,3 - Senior,Access/Login,Request,3 - Major,0 - Unassigned,1
31169,1585,3 - Senior,Software,Issue,2 - Normal,3 - High,7
31170,370,2 - Regular,Software,Request,2 - Normal,2 - Medium,4
31171,517,2 - Regular,Systems,Request,4 - Critical,0 - Unassigned,23
31172,361,2 - Regular,Systems,Request,3 - Major,3 - High,16
31173,840,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
31174,1421,4 - Management,Access/Login,Issue,2 - Normal,0 - Unassigned,0
31175,443,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,2
31176,1747,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
31177,970,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,1
31178,153,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,24
31179,1593,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
31180,313,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
31181,755,3 - Senior,Systems,Request,2 - Normal,3 - High,25
31182,1090,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,7
31183,403,2 - Regular,Systems,Request,2 - Normal,1 - Low,13
31184,97,2 - Regular,Software,Request,2 - Normal,2 - Medium,2
31185,712,4 - Management,Systems,Issue,2 - Normal,3 - High,1
31186,1742,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
31187,1913,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,6
31188,590,4 - Management,Access/Login,Request,1 - Minor,3 - High,1
31189,375,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,23
31190,1730,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,1
31191,439,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,2
31192,1826,2 - Regular,Systems,Request,2 - Normal,1 - Low,10
31193,340,2 - Regular,Systems,Request,2 - Normal,1 - Low,12
31194,1416,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,16
31195,1185,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,9
31196,414,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,8
31197,1059,2 - Regular,Systems,Request,2 - Normal,1 - Low,7
31198,99,2 - Regular,Access/Login,Issue,0 - Unclassified,3 - High,0
31199,327,2 - Regular,Software,Request,2 - Normal,3 - High,8
31200,889,2 - Regular,Software,Issue,2 - Normal,1 - Low,1
31201,1854,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,16
31202,1445,2 - Regular,Software,Issue,2 - Normal,3 - High,2
31203,573,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
31204,461,4 - Management,Systems,Request,3 - Major,0 - Unassigned,7
31205,225,1 - Junior,Systems,Issue,3 - Major,2 - Medium,8
31206,1150,2 - Regular,Systems,Issue,2 - Normal,1 - Low,5
31207,592,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,5
